,instance_id,gesture_id,country,highest-level UNGeoScheme,lowest-level UNGeoScheme,Inglehart–Welzel cluster,user_id,meaning,offensive_usage_scenarios,non_offensive_usage_scenarios,offensiveness_score,confidence_score,unsure_explanation
102,ID_EAsia_Noff2_3,Wanker,Taiwan,Asia,Eastern Asia,Confucian,6697cd1e200d9cc873ff8d81,相手を屈辱するため。,性的意味合いを持つし、もし男性がこのようなジェスチャーを女性にしてきた場合とても屈辱的に感じるしすごく不快に感じると思います。,,free_response,3,
103,ID_EAsia_Noff2_3,Wanker,Taiwan,Asia,Eastern Asia,Confucian,668e8724aa66d405a90071e1,masturbation,when they do this to female it means that they are sexualizing that female person,,Hateful,5,
104,ID_EA_4,Index finger pointing,China,Asia,Eastern Asia,Confucian,5f23c8b2be6a4e1a1481ba56,quite aggressive,all time,not sure ,Rude/Impolite/Inappropriate/Disrespectful,4,
105,ID_EA_4,Index finger pointing,China,Asia,Eastern Asia,Confucian,65522f1d3bea9d006c0df7aa,It is rude to point with your index finger. It is more polite to use your whole hand.,It can be really offensive to point at somebody for example.,,Rude/Impolite/Inappropriate/Disrespectful,4,
106,ID_EA_4,Index finger pointing,China,Asia,Eastern Asia,Confucian,6644b979d82aa15b1f944f25,Pointing with an index finger can be seen as demeaning or even aggressive.,Pointing at a new acquaintance during a meeting.,,Rude/Impolite/Inappropriate/Disrespectful,3,
107,ID_EA_4,Index finger pointing,China,Asia,Eastern Asia,Confucian,66c740d1f0ac1f23799c95f6,This gesture. is usually used to mean the number eight . It mimics the shape of the china character for eight ,,It is not offensive anywhere ,Not Offensive/Appropriate/No Meaning,5,
108,ID_EA_4,Index finger pointing,China,Asia,Eastern Asia,Confucian,66631cdc7065f2abcd813973,When talking with someone it  will so disrespectful ,Play ground ,,Rude/Impolite/Inappropriate/Disrespectful,5,
109,ID_EAsia_Noff2_4,L,Mongolia,Asia,Eastern Asia,Confucian,66906a9aabc012e1dfe7c1e0,I don't know exact mean to it in Mongolia.,I don't know.,I don't know.,Unsure,1,I don't know exact mean to it in Mongolia.
110,ID_EAsia_Noff2_4,L,Mongolia,Asia,Eastern Asia,Confucian,66bda971864b49e451c6e674,あなたはの考えは大丈夫？と馬鹿したポーズ,相手の事を一方的に馬鹿した態度が不快と感じる,不快と感じる,Rude/Impolite/Inappropriate/Disrespectful,4,
111,ID_EAsia_Noff2_4,L,Mongolia,Asia,Eastern Asia,Confucian,671de2ac4bafa85dac6e1640,"This sign doesn't have a specific or traditional meaning and is not generally considered offensive. But, among younger may recognized as symbolizing western meaning ""loser""","Sports - teasing during sports, competitions; Media, educational contexts.","L sign is used neutrally in sign language, in educational settings for teaching the alphabet, among fans to spell out supportive messages, or indicate ""left"" or ""L shaped"" directions;",Rude/Impolite/Inappropriate/Disrespectful,4,
112,ID_EAsia_Noff2_4,L,Mongolia,Asia,Eastern Asia,Confucian,5a6fcd526923df0001ef975f,I have no idea what this gesture means in Mongolia.,I don't know anywhere where this gesture is considered offensive.,It was the  gesture for that American drama about singing and positive in that context.,Unsure,1,"Why would I know about Mongolia? I am a Briton that  has lived most of my  life in Japan. This fact is stated clearly in my ""About you"" details in Prolific's database."
113,ID_EAsia_Noff2_4,L,Mongolia,Asia,Eastern Asia,Confucian,6682aadbae1e1a8ffeaeb8bc,Never seen this hand gesture used outside of the US.,I think this hand gesture would maybe bring more confusion than come accross as offensive.,Maybe would spark curiosity about the meaning of the hand gesture.,Unsure,3,I've never seen this hand gesture outside of the US or English speaking countries
114,ID_EA_5,Curled finger,Japan,Asia,Eastern Asia,Confucian,5f23c8b2be6a4e1a1481ba56,come here,"to elders, I think it is used to beckon dogs so it would imply receivers are dogs.",with friends,Rude/Impolite/Inappropriate/Disrespectful,4,
115,ID_EA_5,Curled finger,Japan,Asia,Eastern Asia,Confucian,666c4e2736959872a22def3d,"Unsure what it means, but the proper way to call someone to come closer is to place your palm side down and wave all fingers back and forth.",Usure.,,Rude/Impolite/Inappropriate/Disrespectful,4,
116,ID_EA_5,Curled finger,Japan,Asia,Eastern Asia,Confucian,6644b979d82aa15b1f944f25,"This gesture is demeaning. It is often associated with summoning an animal, such as a dog. The implication is that the person being called is not worthy of respect, and is viewed as a dog.","In an office setting, summoning a coworker.",,Rude/Impolite/Inappropriate/Disrespectful,4,
117,ID_EA_5,Curled finger,Japan,Asia,Eastern Asia,Confucian,66c740d1f0ac1f23799c95f6,"seniors or superiors , as seen as disrespectful",without someone's permission ,,Rude/Impolite/Inappropriate/Disrespectful,5,
118,ID_EA_5,Curled finger,Japan,Asia,Eastern Asia,Confucian,65b83cd504dcc08170f2343b,It implies that the person beckoning is instructing them to follow them or come closer.,Any situation when you want someone to come closer or to follow.,,Rude/Impolite/Inappropriate/Disrespectful,5,
119,ID_EAsia_Noff2_5,Touching someone's head,Mongolia,Asia,Eastern Asia,Confucian,66bda971864b49e451c6e674,その人が、良い方向に導けるように行う態度,不快ではない,相手の事を考えて、褒める態度だから,Not Offensive/Appropriate/No Meaning,4,
120,ID_EAsia_Noff2_5,Touching someone's head,Mongolia,Asia,Eastern Asia,Confucian,665e8784960919e34257696d,People don't touch each other on the head as this is a sign of bad luck or ill wishes.,Among children and adults or older people.,"When holding someone's baby, it's ok to pat the head affectionately.",Rude/Impolite/Inappropriate/Disrespectful,5,
121,ID_EAsia_Noff2_5,Touching someone's head,Mongolia,Asia,Eastern Asia,Confucian,65df3ce4cbb00bebf8adad77,This genture is is typically regarded as a violation of personal space and respect.,"Generally inappropriate and intrusive, especially when it’s done to someone older or without permission.",,Offensive/Obscene,5,
122,ID_EAsia_Noff2_5,Touching someone's head,Mongolia,Asia,Eastern Asia,Confucian,5a6fcd526923df0001ef975f,"I think that in Mongolia (it was a Buddhist country in  Asia)  that the spirit is thought to be located in the head, and to touch someones head it to touch something very  private about a person, their spirit and thus inappropriate.",I don't know. I can't click into the next text box  5 so I respond here.  In the  UK especially patting someone on the head is a sign of affection.  In Japan less so but it is not offensive. ,,free_response,1,
123,ID_EAsia_Noff2_5,Touching someone's head,Mongolia,Asia,Eastern Asia,Confucian,5f3e6e0d4a65a7071650e28d,I don't know. Maybe patronising?,I have no idea.,No idea.,Unsure,3,"I have no idea if it's offensive or not. I'd be inclined to choose ""not offensive"", but I couldn't be sure."
124,ID_EA_6,Curled finger,China,Asia,Eastern Asia,Confucian,65522f1d3bea9d006c0df7aa,It is used to call somebody over.,It can be considered offensive to call over and old person with that gesture.,,Rude/Impolite/Inappropriate/Disrespectful,3,
125,ID_EA_6,Curled finger,China,Asia,Eastern Asia,Confucian,669a687aa4b63a61f8f5b07f,It suggests disrespect,"When trying to get somones attention, especially someone who is older than you or in a higher position than you",,Rude/Impolite/Inappropriate/Disrespectful,4,
126,ID_EA_6,Curled finger,China,Asia,Eastern Asia,Confucian,666869f851894e7bd434e03a,"This kind of gesture can be seen as very rude in China, especially towards elder people. You are supposed to turn your hand, so that the palm is facing downward when calling someone like that.",Doing this gesture is generally seen as disrespectful in China.,,Rude/Impolite/Inappropriate/Disrespectful,4,
127,ID_EA_6,Curled finger,China,Asia,Eastern Asia,Confucian,66c740d1f0ac1f23799c95f6,In china the beckoning gesture with the palm  facing the gesture is generally considered rude and disrespectful ,It is offensive everywhere . ,,Rude/Impolite/Inappropriate/Disrespectful,5,
128,ID_EA_6,Curled finger,China,Asia,Eastern Asia,Confucian,65b83cd504dcc08170f2343b,Used when instructing someone to follow them.,"It can be considered impolite, especially if done in a casual or dismissive manner when instructing someone to follow them.",,Rude/Impolite/Inappropriate/Disrespectful,5,
129,ID_EAsia_Noff2_6,Snap Fingers,South Korea,Asia,Eastern Asia,Confucian,66906a9aabc012e1dfe7c1e0,Rude to call to waiter or someone.,"When got a date with someone in cafe, call to it with snap the finger. Parter doesn't understand it.","When take a class, student sleep and teacther snap to finger for wake up him.",Rude/Impolite/Inappropriate/Disrespectful,4,
130,ID_EAsia_Noff2_6,Snap Fingers,South Korea,Asia,Eastern Asia,Confucian,66cac653ca2de2f3c6cdeff8,This gesture may mean good or nice. Also this may means nice idea happen in my mind.,,"When someone say nice idea, someone else may show this gesture.",Not Offensive/Appropriate/No Meaning,4,
131,ID_EAsia_Noff2_6,Snap Fingers,South Korea,Asia,Eastern Asia,Confucian,6660ff5f37446da5f38f06f6,Rushing someone,Someone is talking and you use this.,,Rude/Impolite/Inappropriate/Disrespectful,4,
132,ID_EAsia_Noff2_6,Snap Fingers,South Korea,Asia,Eastern Asia,Confucian,65df3ce4cbb00bebf8adad77,It is just kind of simply action and does not have an actual meaning,"Generally impolite, especially if directed at someone who is older or in a position of authority",,Rude/Impolite/Inappropriate/Disrespectful,4,
133,ID_EAsia_Noff2_6,Snap Fingers,South Korea,Asia,Eastern Asia,Confucian,6682aadbae1e1a8ffeaeb8bc,It might be sassy depending on the context that is used but from my knowledge there is no particular rudeness tied to it.,,"It might be used after making a point in a conversation, kind of like a ""mic drop"".",Not Offensive/Appropriate/No Meaning,4,
134,ID_EA_7,Curled finger,South Korea,Asia,Eastern Asia,Confucian,5f23c8b2be6a4e1a1481ba56,"Come here, but used for animals.","Young to old, strangers.",Classroom,Rude/Impolite/Inappropriate/Disrespectful,5,
135,ID_EA_7,Curled finger,South Korea,Asia,Eastern Asia,Confucian,65522f1d3bea9d006c0df7aa,It is used to call somebody.,When you are calling your boss or someone older.,,Rude/Impolite/Inappropriate/Disrespectful,3,
136,ID_EA_7,Curled finger,South Korea,Asia,Eastern Asia,Confucian,669a687aa4b63a61f8f5b07f,It's highly disrespectful ,When gesturing to anyone older than you or to strangers.,,Rude/Impolite/Inappropriate/Disrespectful,4,
137,ID_EA_7,Curled finger,South Korea,Asia,Eastern Asia,Confucian,66c740d1f0ac1f23799c95f6,In South Korean culture Rude/Impolite/Inappropriate/Disrespectful,It is offensive eveywhere,,Rude/Impolite/Inappropriate/Disrespectful,5,
138,ID_EA_7,Curled finger,South Korea,Asia,Eastern Asia,Confucian,65b83cd504dcc08170f2343b,This is a rude way of instructing someone to follow or come closer.,Any situation where one person instructs someone to follow them.,,Rude/Impolite/Inappropriate/Disrespectful,5,
139,ID_EAsia_Noff2_7,OK,Taiwan,Asia,Eastern Asia,Confucian,6660ff5f37446da5f38f06f6,It signifies that something is ok,,Someone asks a question and this is provided,Not Offensive/Appropriate/No Meaning,4,
140,ID_EAsia_Noff2_7,OK,Taiwan,Asia,Eastern Asia,Confucian,667975e04dbb2e8fc4633d76,I dont know.,I dont know.,I dont know.,Unsure,4,
141,ID_EAsia_Noff2_7,OK,Taiwan,Asia,Eastern Asia,Confucian,65b4bb3941b525f6ca6269a9,I don't know.,I don't know.,I don't know.,Unsure,4,I don't know what it means in Taiwan.
142,ID_EAsia_Noff2_7,OK,Taiwan,Asia,Eastern Asia,Confucian,5a6fcd526923df0001ef975f,I don't know.   In Japan if horizontal it can mean money (a coin) and in the UK if horizontal and indeed vertical too it can mean masturbation or you are a masturbator (you're a tosser in the vernacular). ,In the UK if horizontal and indeed vertical too it can mean masturbation or you are a masturbator (you're a tosser in the vernacular).,"In Japan it can mean money such as ""that will cost money"" ",Unsure,1,"Why would I know about Taiwan? I am a Briton that  has lived most of my  life in Japan. This fact is stated clearly in my ""About you"" details in Prolific's database."
143,ID_EAsia_Noff2_7,OK,Taiwan,Asia,Eastern Asia,Confucian,6682aadbae1e1a8ffeaeb8bc,"This hand gesture simply means ""OK"", therefore it has no offensive meaning.",,"Pretty neutral hand gesture, so depending on the context it can even be a positive hand gesture since the answer of ""OK"" is positive.",Not Offensive/Appropriate/No Meaning,5,
144,ID_EA_8,Left Hand ,South Korea,Asia,Eastern Asia,Confucian,5f23c8b2be6a4e1a1481ba56,receiving should be done with two hands,gift giving celebrations. Older people giving to younger.,"same age group, friends, ",Rude/Impolite/Inappropriate/Disrespectful,5,
145,ID_EA_8,Left Hand ,South Korea,Asia,Eastern Asia,Confucian,65522f1d3bea9d006c0df7aa,"Using left hand for eating is not offensive, but receiving something with only one hand can be.","When receiving something like a gift from somebody, as it is expected to use both hands.",,Rude/Impolite/Inappropriate/Disrespectful,3,
